"English","PartOfSpeech","Meaning","Example","Date"
"unrivaled","adj.","无法匹敌的","","2026-01-04T11:01:19.674Z"
"unruly","adj.","不服管理的, 难以控制的","","2026-01-04T11:01:19.674Z"
"unseemly","adj.","不得体的","","2026-01-04T11:01:19.674Z"
"unsparing","adj.","无情的, 苛求的","","2026-01-04T11:01:19.674Z"
"untenable","adj.","（论点）经不起反驳的, 站不住脚的","","2026-01-04T11:01:19.674Z"
"untether","v.","释放, 脱离","","2026-01-04T11:01:19.674Z"
"untiring","adj.","不知疲倦的","","2026-01-04T11:01:19.674Z"
"untoward","adj.","不利的","","2026-01-04T11:01:19.674Z"
"untrammeled","adj.","自由的","","2026-01-04T11:01:19.674Z"
"unwieldy","adj.","体积庞大而笨重的","","2026-01-04T11:01:19.674Z"
"unwitting","adj.","不知情的","","2026-01-04T11:01:19.674Z"
"unyielding","adj.","不妥协的, 固执的","","2026-01-04T11:01:19.674Z"
"upbeat","adj.","积极乐观的, 愉快的","","2026-01-04T11:01:19.674Z"
"upheaval","n.","（引起混乱的）巨变","","2026-01-04T11:01:19.674Z"
"upright","adj.","垂直的","","2026-01-04T11:01:19.674Z"
"uprising","n.","起义, 叛乱","","2026-01-04T11:01:19.674Z"
"uproot","v.","连根拔起, 消灭","","2026-01-04T11:01:19.674Z"
"upshot","n.","结局","","2026-01-04T11:01:19.674Z"
"upsurge","n.","增长","","2026-01-04T11:01:19.674Z"
"uptake","n.","理解","","2026-01-04T11:01:19.674Z"
"urbane","adj.","礼貌的","","2026-01-04T11:01:19.674Z"
"usage","n.","对待方式","","2026-01-04T11:01:19.674Z"
"usher","v.","引领....进入","","2026-01-04T11:01:19.674Z"
"usurp","v.","篡夺","","2026-01-04T11:01:19.674Z"
"utilitarian","adj.","??实用的","","2026-01-04T11:01:19.674Z"
"utilitarianism","n.","功利主义","","2026-01-04T11:01:19.674Z"
"utter","adj.","完全的","","2026-01-04T11:01:19.674Z"
"vacant","adj.","空的","","2026-01-04T11:01:19.674Z"
"vacillate","v.","犹豫不决","","2026-01-04T11:01:19.674Z"
"vacuous","adj.","空的,空洞的","","2026-01-04T11:01:19.674Z"
"vagary","n.","反复无常","","2026-01-04T11:01:19.674Z"
"vainglorious","adj.","自负的, 自命不凡的","","2026-01-04T11:01:19.674Z"
"vainglory","n.","极度夸耀, 虚荣","","2026-01-04T11:01:19.674Z"
"valediction","n.","告别","","2026-01-04T11:01:19.674Z"
"valorize","v.","规定价格（引申为赞美）","","2026-01-04T11:01:19.674Z"
"vanguard","n.","先锋","","2026-01-04T11:01:19.674Z"
"vanquish","v.","打败, 战胜","","2026-01-04T11:01:19.674Z"
"vapid","adj.","无聊的","","2026-01-04T11:01:19.674Z"
"varnish","v.","装饰","","2026-01-04T11:01:19.674Z"
"veer","v.","改变方向","","2026-01-04T11:01:19.674Z"
"vehement","adj.","情绪激动的","","2026-01-04T11:01:19.674Z"
"velocity","n.","速度, 迅速","","2026-01-04T11:01:19.674Z"
"venal","adj.","贪污的","","2026-01-04T11:01:19.674Z"
"veneer","n.","虚饰或虚伪的外表","","2026-01-04T11:01:19.674Z"
"venerate","v.","尊敬","","2026-01-04T11:01:19.674Z"
"veracious","adj.","真实的","","2026-01-04T11:01:19.674Z"
"verbose","adj.","冗长的","","2026-01-04T11:01:19.674Z"
"verge","n.","边缘","","2026-01-04T11:01:19.674Z"
"verifiable","adj.","可验证的","","2026-01-04T11:01:19.674Z"
"verisimilitude","n.","逼真","","2026-01-04T11:01:19.674Z"
"vernacular","adj.","口头语的, 俗语的","","2026-01-04T11:01:19.674Z"
"versatile","adj.","多变的","","2026-01-04T11:01:19.674Z"
"vertiginous","adj.","令人眩晕的","","2026-01-04T11:01:19.674Z"
"verve","n.","热情, 活力","","2026-01-04T11:01:19.674Z"
"vestige","n.","遗迹,遗留","","2026-01-04T11:01:19.674Z"
"veto","v.","否决","","2026-01-04T11:01:19.674Z"
"vexation","n.","烦恼","","2026-01-04T11:01:19.674Z"
"viable","adj.","可行的","","2026-01-04T11:01:19.674Z"
"vicarious","adj.","身临其境的","","2026-01-04T11:01:19.674Z"
"vicinity","n.","周边环境","","2026-01-04T11:01:19.674Z"
"vicissitude","n.","变迁, 变化","","2026-01-04T11:01:19.674Z"
"vigilant","adj.","警惕的","","2026-01-04T11:01:19.674Z"
"vilify","v.","诽谤, 辱骂","","2026-01-04T11:01:19.674Z"
"villainous","adj.","极坏的, 恶劣的","","2026-01-04T11:01:19.674Z"
"vindicate","v.","证明...的清白","","2026-01-04T11:01:19.674Z"
"virtually","adv.","几乎","","2026-01-04T11:01:19.675Z"
"virtuosity","n.","精湛的技艺","","2026-01-04T11:01:19.675Z"
"virtuoso","n.","艺术品鉴赏家","","2026-01-04T11:01:19.675Z"
"virulent","adj.","有害的, 有毒的","","2026-01-04T11:01:19.675Z"
"visionary","adj.","有远见的","","2026-01-04T11:01:19.675Z"
"vitriolic","adj.","尖酸刻薄的","","2026-01-04T11:01:19.675Z"
"vituperate","v.","辱骂","","2026-01-04T11:01:19.675Z"
"vivacious","adj.","活力四射的","","2026-01-04T11:01:19.675Z"
"vociferous","adj.","吵吵嚷嚷的","","2026-01-04T11:01:19.675Z"
"volatile","adj.","性格多变的","","2026-01-04T11:01:19.675Z"
"volition","n.","自愿选择, 自行决定","","2026-01-04T11:01:19.675Z"
"voluble","adj.","健谈的, 话多的","","2026-01-04T11:01:19.675Z"
"volume","n.","音量","","2026-01-04T11:01:19.675Z"
"voluminous","adj.","巨大的, 大量的","","2026-01-04T11:01:19.675Z"
"voracious","adj.","贪婪的","","2026-01-04T11:01:19.675Z"
"voyeur","n.","好刺探他人隐私者","","2026-01-04T11:01:19.675Z"
"vulgar","adj.","粗俗的","","2026-01-04T11:01:19.675Z"
"vulnerable","adj.","易受伤害的","","2026-01-04T11:01:19.675Z"
"waffle","v.","犹豫不决","","2026-01-04T11:01:19.675Z"
"waggish","adj.","诙谐的","","2026-01-04T11:01:19.675Z"
"wallow","v.","沉溺于","","2026-01-04T11:01:19.675Z"
"wane","v.","减少，衰退","","2026-01-04T11:01:19.675Z"
"wanting","adj.","有缺陷的","","2026-01-04T11:01:19.675Z"
"warble","v.","低吟浅唱","","2026-01-04T11:01:19.675Z"
"warrant","v.","保证","","2026-01-04T11:01:19.675Z"
"wary","adj.","谨慎小心的","","2026-01-04T11:01:19.675Z"
"wastrel","n.","浪费的人","","2026-01-04T11:01:19.675Z"
"waver","v.","摇摆不定","","2026-01-04T11:01:19.675Z"
"wayward","adj.","任性的","","2026-01-04T11:01:19.675Z"
"weary","adj.","令人厌烦的","","2026-01-04T11:01:19.675Z"
"weather","v.","渡过（危机）","","2026-01-04T11:01:19.675Z"
"weighty","adj.","重要的","","2026-01-04T11:01:19.675Z"
"whereabouts","n.","行踪, 下落","","2026-01-04T11:01:19.675Z"
"whet","v.","削尖","","2026-01-04T11:01:19.675Z"
"whimsy","n.","突发奇想","","2026-01-04T11:01:19.675Z"
"whisk","v.","迅速送走（人或事物）","","2026-01-04T11:01:19.675Z"
"whit","n.","少量","","2026-01-04T11:01:19.675Z"
"wholesale","adj.","大规模的","","2026-01-04T11:01:19.675Z"
"wholesome","adj.","有益健康的","","2026-01-04T11:01:19.675Z"
"wide-ranging","adj.","广泛的","","2026-01-04T11:01:19.675Z"
"widespread","adj.","广泛的","","2026-01-04T11:01:19.675Z"
"wield","v.","使用","","2026-01-04T11:01:19.675Z"
"willful","adj.","固执任性的","","2026-01-04T11:01:19.675Z"
"wilt","v.","萎蔫，衰弱","","2026-01-04T11:01:19.675Z"
"winnow","v.","筛选","","2026-01-04T11:01:19.675Z"
"wistful","adj.","渴望的,思念过去的","","2026-01-04T11:01:19.675Z"
"witty","adj.","机智幽默的","","2026-01-04T11:01:19.675Z"
"wondrous","adj.","奇异的","","2026-01-04T11:01:19.675Z"
"wont","adj.","有…倾向的","","2026-01-04T11:01:19.675Z"
"woo","v.","吸引","","2026-01-04T11:01:19.675Z"
"wooden","adj.","僵硬的，呆板的","","2026-01-04T11:01:19.675Z"
"wrench","v.","猛扭","","2026-01-04T11:01:19.675Z"
"xenophobic","adj.","排外的, 仇视外国的","","2026-01-04T11:01:19.675Z"
"yardstick","n.","准绳, 标准","","2026-01-04T11:01:19.675Z"
"yearn","v.","强烈渴望","","2026-01-04T11:01:19.675Z"
"yen","n.","（强烈的）渴望","","2026-01-04T11:01:19.675Z"
"yield","v.","投降, 屈服","","2026-01-04T11:01:19.675Z"
"yore","n.","很久以前","","2026-01-04T11:01:19.675Z"
"zealot","n.","狂热者","","2026-01-04T11:01:19.675Z"
"zealous","adj.","对（某人或偶像）狂热的","","2026-01-04T11:01:19.675Z"
